DateTime,Lat,Lon,Elev,Speed
2017-07-13T22:51:56.000Z,35.700386667,-78.675646667,126.9,1.296
2017-07-13T22:51:57.000Z,35.700383333,-78.675651667,126.1,1.662
2017-07-13T22:51:58.000Z,35.700375,-78.675663333,125.5,2.094
2017-07-13T22:51:59.000Z,35.700365,-78.675681667,124.9,2.567
2017-07-13T22:52:00.000Z,35.700348333,-78.675701667,124.4,2.85
2017-07-13T22:52:01.000Z,35.700328333,-78.675721667,124.0,2.937
2017-07-13T22:52:02.000Z,35.700306667,-78.67574,123.7,3.056
2017-07-13T22:52:03.000Z,35.700283333,-78.675755,123.2,3.184
2017-07-13T22:52:04.000Z,35.700255,-78.675763333,122.9,3.21
2017-07-13T22:52:05.000Z,35.700226667,-78.675765,122.6,3.251
2017-07-13T22:52:06.000Z,35.700196667,-78.675761667,122.4,3.534
2017-07-13T22:52:07.000Z,35.700165,-78.675755,122.2,3.812
2017-07-13T22:52:08.000Z,35.70013,-78.675748333,122.0,3.915
2017-07-13T22:52:09.000Z,35.700093333,-78.675741667,121.8,4.013
2017-07-13T22:52:10.000Z,35.700058333,-78.675733333,121.4,4.188
2017-07-13T22:52:11.000Z,35.700023333,-78.675718333,121.1,4.357
2017-07-13T22:52:12.000Z,35.69999,-78.675693333,120.8,4.584
2017-07-13T22:52:13.000Z,35.699958333,-78.675658333,120.5,5.165
2017-07-13T22:52:14.000Z,35.699928333,-78.675611667,120.2,5.787
2017-07-13T22:52:15.000Z,35.699903333,-78.675551667,119.9,6.348
2017-07-13T22:52:16.000Z,35.699883333,-78.675483333,119.2,6.58
2017-07-13T22:52:17.000Z,35.699873333,-78.675406667,118.4,7.13
2017-07-13T22:52:18.000Z,35.699886667,-78.675328333,117.2,7.583
2017-07-13T22:52:19.000Z,35.699928333,-78.675256667,116.3,8.602
2017-07-13T22:52:20.000Z,35.699995,-78.675198333,115.8,9.481
2017-07-13T22:52:21.000Z,35.700073333,-78.675141667,115.3,10.402
2017-07-13T22:52:22.000Z,35.700161667,-78.675093333,115.0,10.839
2017-07-13T22:52:23.000Z,35.700268333,-78.675095,114.6,12.403
2017-07-13T22:52:24.000Z,35.700378333,-78.675106667,114.3,12.264
2017-07-13T22:52:25.000Z,35.700493333,-78.675103333,114.0,12.969
2017-07-13T22:52:26.000Z,35.700615,-78.67512,113.5,13.797
2017-07-13T22:52:27.000Z,35.70074,-78.675148333,113.4,14.276
2017-07-13T22:52:28.000Z,35.700863333,-78.675173333,113.2,13.489
2017-07-13T22:52:29.000Z,35.700976667,-78.675235,112.8,14.389
2017-07-13T22:52:30.000Z,35.701075,-78.67534,112.3,14.492
2017-07-13T22:52:31.000Z,35.70113,-78.675485,111.9,15.31
2017-07-13T22:52:32.000Z,35.701113333,-78.675663333,111.4,17.203
2017-07-13T22:52:33.000Z,35.701026667,-78.675821667,111.0,17.784
2017-07-13T22:52:34.000Z,35.700891667,-78.675928333,110.8,18.165
2017-07-13T22:52:35.000Z,35.70073,-78.67598,110.8,19.019
2017-07-13T22:52:36.000Z,35.700558333,-78.675993333,110.3,19.585
2017-07-13T22:52:37.000Z,35.70038,-78.675985,109.8,20.053
2017-07-13T22:52:38.000Z,35.7002,-78.675948333,109.3,20.47
